0.000000000000000000e+00,-2.000000000000000000e+01,-1.900000000000000000e+01,-1.800000000000000000e+01,-1.700000000000000000e+01,-1.600000000000000000e+01,-1.500000000000000000e+01,-1.400000000000000000e+01,-1.300000000000000000e+01,-1.200000000000000000e+01,-1.100000000000000000e+01,-1.000000000000000000e+01,-9.000000000000000000e+00,-8.000000000000000000e+00,-7.000000000000000000e+00,-6.000000000000000000e+00,-5.000000000000000000e+00,-4.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01
-2.000000000000000000e+01,3.531147280472091837e-04,4.316643768947684930e-04,5.242745637760058350e-04,6.323829600881502753e-04,7.572324725780698196e-04,8.997419230480432906e-04,1.060357673654321398e-03,1.238893558813001974e-03,1.434370726446923148e-03,1.644873265567020669e-03,1.867439052415220853e-03,2.098007139381001789e-03,2.331442250731578705e-03,2.561652739447879430e-03,2.781810380987435622e-03,2.984669050361274736e-03,3.162965929156260833e-03,3.309875463972881699e-03,3.419475303605246357e-03,3.487177207130477859e-03,3.510076064945311710e-03,3.487177207130477859e-03,3.419475303605246357e-03,3.309875463972881699e-03,3.162965929156260833e-03,2.984669050361274736e-03,2.781810380987435622e-03,2.561652739447879430e-03,2.331442250731578705e-03,2.098007139381001789e-03,1.867439052415220853e-03,1.644873265567020669e-03,1.434370726446923148e-03,1.238893558813001974e-03,1.060357673654321398e-03,8.997419230480432906e-04,7.572324725780698196e-04,6.323829600881502753e-04,5.242745637760058350e-04,4.316643768947684930e-04,3.531147280472091837e-04
-1.900000000000000000e+01,4.100811580500300061e-04,5.033766111636016468e-04,6.139179777670516341e-04,7.436021900308370947e-04,8.941161735608099594e-04,1.066773056130129000e-03,1.262320450190688916e-03,1.480729431070215403e-03,1.720978717941913129e-03,1.980854739725181057e-03,2.256793698491481662e-03,2.543795059410387371e-03,2.835435597843211433e-03,3.124007944471908927e-03,3.400796893989010625e-03,3.656491099668061125e-03,3.881709013995378755e-03,4.067599074900229116e-03,4.206458781205436870e-03,4.292308756096314785e-03,4.321358303575132016e-03,4.292308756096314785e-03,4.206458781205436870e-03,4.067599074900229116e-03,3.881709013995378755e-03,3.656491099668061125e-03,3.400796893989010625e-03,3.124007944471908927e-03,2.835435597843211433e-03,2.543795059410387371e-03,2.256793698491481662e-03,1.980854739725181057e-03,1.720978717941913129e-03,1.480729431070215403e-03,1.262320450190688916e-03,1.066773056130129000e-03,8.941161735608099594e-04,7.436021900308370947e-04,6.139179777670516341e-04,5.033766111636016468e-04,4.100811580500300061e-04
-1.800000000000000000e+01,4.718471073984052840e-04,5.816065052529962622e-04,7.123062378430550451e-04,8.664125182615691834e-04,1.046173834112064426e-03,1.253416077380368641e-03,1.489297798815583228e-03,1.754035389073670776e-03,2.046616051682533920e-03,2.364525230909892035e-03,2.703523280068895369e-03,3.057511623947447264e-03,3.418529210042911461e-03,3.776913631270121044e-03,4.121646901583101222e-03,4.440884159551219436e-03,4.722637350670881237e-03,4.955559798970532101e-03,5.129756880309818169e-03,5.237537337388150846e-03,5.274021578182891586e-03,5.237537337388150846e-03,5.129756880309818169e-03,4.955559798970532101e-03,4.722637350670881237e-03,4.440884159551219436e-03,4.121646901583101222e-03,3.776913631270121044e-03,3.418529210042911461e-03,3.057511623947447264e-03,2.703523280068895369e-03,2.364525230909892035e-03,2.046616051682533920e-03,1.754035389073670776e-03,1.489297798815583228e-03,1.253416077380368641e-03,1.046173834112064426e-03,8.664125182615691834e-04,7.123062378430550451e-04,5.816065052529962622e-04,4.718471073984052840e-04
-1.700000000000000000e+01,5.375255160749276527e-04,6.653282752907489338e-04,8.182784894692596940e-04,9.995332676053447166e-04,1.212035197567402954e-03,1.458259365799620790e-03,1.739904750884771478e-03,2.057540743781656554e-03,2.410230472166705225e-03,2.795165002948550321e-03,3.207354458807936456e-03,3.639430751226520582e-03,4.081618545609584821e-03,4.521923004852304931e-03,4.946563040866587199e-03,5.340648226905333855e-03,5.689060637662318037e-03,5.977467059639594675e-03,6.193360504026982662e-03,6.327018994377830302e-03,6.372276103499736194e-03,6.327018994377830302e-03,6.193360504026982662e-03,5.977467059639594675e-03,5.689060637662318037e-03,5.340648226905333855e-03,4.946563040866587199e-03,4.521923004852304931e-03,4.081618545609584821e-03,3.639430751226520582e-03,3.207354458807936456e-03,2.795165002948550321e-03,2.410230472166705225e-03,2.057540743781656554e-03,1.739904750884771478e-03,1.458259365799620790e-03,1.212035197567402954e-03,9.995332676053447166e-04,8.182784894692596940e-04,6.653282752907489338e-04,5.375255160749276527e-04
-1.600000000000000000e+01,6.057859780624558557e-04,7.529399356301558124e-04,9.299322969885014589e-04,1.140739009475202513e-03,1.389138985830730248e-03,1.678405711504801692e-03,2.010922867727474132e-03,2.387735240289019789e-03,2.808060851956249715e-03,3.268807590732950279e-03,3.764155058586535728e-03,4.285275790001713200e-03,4.820274063646031414e-03,5.354410011917475239e-03,5.870648560446949278e-03,6.350528406208991172e-03,6.775293295111288645e-03,7.127178881329554114e-03,7.390717010650166285e-03,7.553913932654385786e-03,7.609178785987944296e-03,7.553913932654385786e-03,7.390717010650166285e-03,7.127178881329554114e-03,6.775293295111288645e-03,6.350528406208991172e-03,5.870648560446949278e-03,5.354410011917475239e-03,4.820274063646031414e-03,4.285275790001713200e-03,3.764155058586535728e-03,3.268807590732950279e-03,2.808060851956249715e-03,2.387735240289019789e-03,2.010922867727474132e-03,1.678405711504801692e-03,1.389138985830730248e-03,1.140739009475202513e-03,9.299322969885014589e-04,7.529399356301558124e-04,6.057859780624558557e-04
-1.500000000000000000e+01,6.748064422860323595e-04,8.421892548395756807e-04,1.044513397816973759e-03,1.286699440411430070e-03,1.573505354535751017e-03,1.909155234801250978e-03,2.296866157346459918e-03,2.738284244881360966e-03,3.232860557821280647e-03,3.777221577036768505e-03,4.364614447823459906e-03,4.984527803294420446e-03,5.622596561911532599e-03,6.260884832020704484e-03,6.878599340325648737e-03,7.453218766862979537e-03,7.961945226664785685e-03,8.383315858202755946e-03,8.698779541961236539e-03,8.894059022041503337e-03,8.960173136797155297e-03,8.894059022041503337e-03,8.698779541961236539e-03,8.383315858202755946e-03,7.961945226664785685e-03,7.453218766862979537e-03,6.878599340325648737e-03,6.260884832020704484e-03,5.622596561911532599e-03,4.984527803294420446e-03,4.364614447823459906e-03,3.777221577036768505e-03,3.232860557821280647e-03,2.738284244881360966e-03,2.296866157346459918e-03,1.909155234801250978e-03,1.573505354535751017e-03,1.286699440411430070e-03,1.044513397816973759e-03,8.421892548395756807e-04,6.748064422860323595e-04
-1.400000000000000000e+01,7.422503715580250870e-04,9.301308580352446757e-04,1.158342732412120024e-03,1.432862736022753186e-03,1.759557509261539974e-03,2.143741746856696068e-03,2.589602015920121868e-03,3.099495944046111104e-03,3.673162383855130622e-03,4.306911769223458440e-03,4.992903020784898033e-03,5.718645386942495905e-03,6.466877384318894632e-03,7.215955386884999323e-03,7.940820325048333211e-03,8.614504415074705768e-03,9.210014027291317518e-03,9.702323658933023273e-03,1.007018824913924124e-02,1.029755054959736668e-02,1.037445958215786265e-02,1.029755054959736668e-02,1.007018824913924124e-02,9.702323658933023273e-03,9.210014027291317518e-03,8.614504415074705768e-03,7.940820325048333211e-03,7.215955386884999323e-03,6.466877384318894632e-03,5.718645386942495905e-03,4.992903020784898033e-03,4.306911769223458440e-03,3.673162383855130622e-03,3.099495944046111104e-03,2.589602015920121868e-03,2.143741746856696068e-03,1.759557509261539974e-03,1.432862736022753186e-03,1.158342732412120024e-03,9.301308580352446757e-04,7.422503715580250870e-04
-1.300000000000000000e+01,8.052808132284511745e-04,1.013130663363831637e-03,1.266803336553206901e-03,1.573413509950678758e-03,1.940034882734828579e-03,2.373179678897179793e-03,2.878103376614245344e-03,3.457941121357643952e-03,4.112716313843948861e-03,4.838308642759516984e-03,5.625523605662760725e-03,6.459456264614583422e-03,7.319367927737930116e-03,8.179268927630160141e-03,9.009300540437806953e-03,9.777832248414925972e-03,1.045397556371331638e-02,1.101004791945770812e-02,1.142350426917533926e-02,1.167804691677475429e-02,1.176396381583552989e-02,1.167804691677475429e-02,1.142350426917533926e-02,1.101004791945770812e-02,1.045397556371331638e-02,9.777832248414925972e-03,9.009300540437806953e-03,8.179268927630160141e-03,7.319367927737930116e-03,6.459456264614583422e-03,5.625523605662760725e-03,4.838308642759516984e-03,4.112716313843948861e-03,3.457941121357643952e-03,2.878103376614245344e-03,2.373179678897179793e-03,1.940034882734828579e-03,1.573413509950678758e-03,1.266803336553206901e-03,1.013130663363831637e-03,8.052808132284511745e-04
-1.200000000000000000e+01,8.606224358681535420e-04,1.086933927121207710e-03,1.364410701121688630e-03,1.701339156823556808e-03,2.106045638967186419e-03,2.586288446257024344e-03,3.148424900447254447e-03,3.796353520471337176e-03,4.530275451832817095e-03,5.345384160997166019e-03,6.230673763494487191e-03,7.168138509437724758e-03,8.132687244980507657e-03,9.093070164619982548e-03,1.001396171929536116e-02,1.085904352230972029e-02,1.159454020553126775e-02,1.219234162513795072e-02,1.263182852518077333e-02,1.289996427612144329e-02,1.299001376938804624e-02,1.289996427612144329e-02,1.263182852518077333e-02,1.219234162513795072e-02,1.159454020553126775e-02,1.085904352230972029e-02,1.001396171929536116e-02,9.093070164619982548e-03,8.132687244980507657e-03,7.168138509437724758e-03,6.230673763494487191e-03,5.345384160997166019e-03,4.530275451832817095e-03,3.796353520471337176e-03,3.148424900447254447e-03,2.586288446257024344e-03,2.106045638967186419e-03,1.701339156823556808e-03,1.364410701121688630e-03,1.086933927121207710e-03,8.606224358681535420e-04
